Run   2:,Pupil H1 ,Pupil V1 ,Pupil D1 ,P-CR H1  ,P-CR V1  ,Dig Inp 1A
131072,  270.10,  149.50,  150.00,   23.30,   -5.00,   14.00
131073,  270.10,  149.50,  151.00,   23.30,   -5.00,   14.00
131074,  270.10,  149.50,  151.00,   23.30,   -4.80,   14.00
131075,  270.00,  149.60,  151.00,   23.30,   -4.80,   14.00
131076,  270.00,  149.50,  150.00,   23.40,   -4.80,   14.00
131077,  270.00,  149.50,  153.00,   23.10,   -4.80,   14.00
131078,  270.00,  149.40,  151.00,   23.40,   -4.90,   14.00
131079,  269.80,  149.40,  152.00,   23.10,   -4.80,   14.00
131080,  270.00,  149.40,  153.00,   23.10,   -4.80,   14.00
131081,  269.80,  149.40,  153.00,   23.10,   -4.80,   14.00
131082,  269.90,  149.40,  151.00,   23.30,   -4.80,   14.00
131083,  269.80,  149.30,  152.00,   23.10,   -4.90,   14.00
131084,  269.90,  149.30,  153.00,   23.20,   -4.90,   14.00
131085,  269.90,  149.30,  153.00,   23.00,   -5.00,   14.00
131086,  269.80,  149.30,  152.00,   23.20,   -5.00,   14.00
131087,  269.90,  149.50,  152.00,   23.10,   -4.80,   14.00
131088,  270.00,  149.40,  152.00,   23.30,   -4.90,   14.00
131089,  270.00,  149.30,  152.00,   23.10,   -5.00,   14.00
131090,  269.90,  149.50,  151.00,   23.30,   -4.80,   14.00
131091,  269.80,  149.40,  150.00,   23.00,   -4.90,   14.00
131092,  270.00,  149.40,  150.00,   23.30,   -4.90,   14.00
131093,  270.00,  149.30,  150.00,   23.30,   -4.90,   14.00
131094,  270.00,  149.30,  149.00,   23.30,   -5.00,   14.00
131095,  269.80,  149.30,  150.00,   23.10,   -5.00,   14.00
131096,  270.00,  149.30,  149.00,   23.40,   -5.00,   14.00
131097,  269.80,  149.30,  149.00,   23.10,   -4.90,   14.00
131098,  269.90,  149.30,  148.00,   23.20,   -5.00,   14.00
131099,  270.00,  149.20,  147.00,   23.30,   -5.00,   14.00
131100,  270.00,  149.20,  148.00,   23.30,   -5.00,   14.00
131101,  269.80,  149.30,  149.00,   23.20,   -5.00,   14.00
131102,  269.60,  149.30,  146.00,   23.00,   -5.00,   14.00
131103,  269.80,  149.30,  147.00,   23.10,   -4.90,   14.00
131104,  270.00,  149.30,  146.00,   23.30,   -4.90,   14.00
131105,  269.60,  149.30,  145.00,   23.00,   -4.90,   14.00
131106,  269.80,  149.10,  147.00,   23.20,   -5.00,   14.00
131107,  269.60,  149.20,  146.00,   22.90,   -5.00,   14.00
131108,  269.60,  149.30,  147.00,   23.00,   -5.00,   14.00
131109,  269.80,  149.30,  146.00,   23.10,   -5.00,   14.00
131110,  269.90,  149.30,  147.00,   23.30,   -4.90,   14.00
131111,  269.90,  149.30,  146.00,   23.30,   -4.90,   14.00
131112,  270.00,  149.30,  147.00,   23.30,   -4.90,   14.00
131113,  270.00,  149.20,  148.00,   23.10,   -5.00,   14.00
131114,  269.80,  149.20,  146.00,   23.10,   -5.00,   14.00
131115,  269.80,  149.30,  146.00,   23.00,   -4.80,   14.00
131116,  269.80,  149.30,  148.00,   23.10,   -4.90,   14.00
131117,  270.00,  149.30,  147.00,   23.10,   -5.00,   14.00
131118,  269.60,  149.30,  146.00,   22.90,   -4.90,   14.00
131119,  269.90,  149.40,  147.00,   23.00,   -4.80,   14.00
131120,  269.80,  149.40,  147.00,   23.10,   -4.80,   14.00
131121,  269.90,  149.30,  149.00,   23.10,   -4.80,   14.00
131122,  270.10,  149.30,  148.00,   23.30,   -4.80,   14.00
131123,  270.10,  149.30,  148.00,   23.30,   -4.80,   14.00
131124,  270.00,  149.40,  148.00,   23.30,   -4.80,   14.00
131125,  270.00,  149.30,  148.00,   23.10,   -4.90,   14.00
131126,  270.10,  149.30,  147.00,   23.50,   -5.00,   14.00
131127,  270.00,  149.30,  148.00,   23.20,   -4.90,   14.00
131128,  270.10,  149.30,  148.00,   23.20,   -4.90,   14.00
131129,  270.00,  149.20,  147.00,   23.10,   -5.00,   14.00
131130,  270.00,  149.20,  148.00,   23.40,   -5.00,   14.00
131131,  266.50,  149.10,  149.00,   22.30,   -5.00,   14.00
131132,  255.70,  149.00,  149.00,   17.20,   -5.20,   14.00
131133,  243.00,  148.80,  149.00,   12.10,   -5.30,   14.00
131134,  229.20,  149.20,  152.00,    5.90,   -5.10,   14.00
131135,  219.00,  150.20,  148.00,    1.60,   -4.70,   14.00
131136,  212.10,  150.80,  146.00,   -1.00,   -4.40,   14.00
131137,  208.20,  151.40,  145.00,   -2.60,   -4.10,   14.00
131138,  207.50,  151.80,  146.00,   -2.90,   -3.80,   14.00
131139,  207.70,  151.90,  144.00,   -3.00,   -3.70,   14.00
131140,  207.60,  151.90,  144.00,   -3.20,   -3.70,   14.00
131141,  207.90,  151.80,  144.00,   -3.10,   -3.60,   14.00
131142,  208.30,  151.80,  144.00,   -2.90,   -3.70,   14.00
131143,  208.20,  151.80,  145.00,   -3.00,   -3.70,   14.00
131144,  208.30,  151.70,  145.00,   -3.00,   -3.70,   14.00
131145,  208.50,  151.70,  143.00,   -3.10,   -3.60,   14.00
131146,  208.50,  151.60,  144.00,   -3.10,   -3.70,   14.00
131147,  208.80,  151.60,  143.00,   -2.80,   -3.80,   14.00
131148,  208.60,  151.60,  143.00,   -3.00,   -3.80,   14.00
131149,  208.60,  151.60,  142.00,   -3.00,   -3.80,   14.00
131150,  208.60,  151.70,  143.00,   -3.20,   -3.60,   14.00
131151,  209.00,  151.70,  142.00,   -3.00,   -3.60,   14.00
131152,  208.90,  151.60,  143.00,   -3.10,   -3.80,   14.00
131153,  209.00,  151.50,  143.00,   -3.10,   -3.80,   14.00
131154,  209.00,  151.50,  142.00,   -3.00,   -3.80,   14.00
131155,  209.00,  151.50,  144.00,   -3.10,   -3.90,   14.00
131156,  209.00,  151.50,  143.00,   -3.00,   -3.80,   14.00
131157,  209.20,  151.60,  142.00,   -3.00,   -3.80,   14.00
131158,  209.00,  151.50,  143.00,   -3.00,   -3.90,   14.00
131159,  209.20,  151.60,  142.00,   -3.00,   -3.80,   14.00
131160,  209.10,  151.60,  142.00,   -3.00,   -3.70,   14.00
131161,  209.10,  151.60,  142.00,   -3.10,   -3.70,   14.00
131162,  209.50,  151.60,  143.00,   -2.80,   -3.60,   14.00
131163,  209.30,  151.50,  145.00,   -3.30,   -3.80,   14.00
131164,  209.50,  151.50,  143.00,   -3.00,   -3.80,   14.00
131165,  209.50,  151.60,  144.00,   -3.10,   -3.70,   14.00
131166,  209.50,  151.60,  145.00,   -3.00,   -3.60,   14.00
131167,  209.60,  151.70,  146.00,   -3.00,   -3.60,   14.00
131168,  209.80,  151.70,  145.00,   -2.70,   -3.60,   14.00
131169,  209.50,  151.50,  146.00,   -2.70,   -3.70,   14.00
131170,  205.80,  147.70,  147.00,   -4.20,   -6.30,   14.00
131171,  201.30,  141.10,  146.00,   -6.30,   -8.20,   14.00
131172,  197.00,  136.00,  148.00,   -7.90,  -10.50,   14.00
131173,  193.00,  130.60,  148.00,   -9.50,  -12.80,   14.00
131174,  189.30,  127.70,  148.00,  -11.20,  -15.00,   14.00
131175,  186.90,  125.30,  146.00,  -12.00,  -16.00,   14.00
131176,  185.00,  125.20,  146.00,  -13.00,  -15.40,   14.00
131177,  185.50,  124.90,  147.00,  -12.70,  -15.60,   14.00
131178,  185.50,  125.00,  148.00,  -12.80,  -15.60,   14.00
131179,  186.00,  125.00,  148.00,  -12.50,  -15.70,   14.00
131180,  186.00,  125.10,  149.00,  -12.50,  -15.60,   14.00
131181,  186.20,  125.20,  151.00,  -12.10,  -15.60,   14.00
131182,  186.30,  125.30,  150.00,  -12.20,  -15.80,   14.00
131183,  186.50,  125.40,  149.00,  -12.00,  -15.60,   14.00
131184,  186.50,  125.40,  150.00,  -12.10,  -15.60,   14.00
131185,  186.50,  125.40,  152.00,  -12.20,  -15.70,   14.00
131186,  186.50,  125.40,  150.00,  -12.30,  -15.70,   14.00
131187,  186.70,  125.50,  151.00,  -12.10,  -15.60,   14.00
131188,  186.50,  125.50,  151.00,  -12.40,  -15.60,   14.00
131189,  186.60,  125.50,  151.00,  -12.40,  -15.60,   14.00
131190,  186.60,  125.50,  151.00,  -12.60,  -15.60,   14.00
131191,  186.70,  125.50,  150.00,  -12.20,  -15.60,   14.00
131192,  186.50,  125.50,  150.00,  -12.80,  -15.60,   14.00
131193,  186.80,  125.50,  150.00,  -12.50,  -15.80,   14.00
131194,  186.60,  125.50,  148.00,  -12.80,  -15.80,   14.00
131195,  186.80,  125.50,  148.00,  -12.60,  -15.80,   14.00
131196,  186.70,  125.50,  148.00,  -12.60,  -15.80,   14.00
131197,  186.90,  125.50,  148.00,  -12.60,  -15.80,   14.00
131198,  186.70,  125.40,  148.00,  -12.60,  -15.90,   14.00
131199,  186.60,  125.30,  147.00,  -13.10,  -15.90,   14.00
131200,  186.60,  125.40,  146.00,  -12.80,  -15.80,   14.00
131201,  186.50,  125.30,  147.00,  -13.10,  -16.00,   14.00
131202,  186.70,  125.30,  147.00,  -12.70,  -16.00,   14.00
131203,  186.80,  125.30,  146.00,  -13.00,  -16.00,   14.00
131204,  186.90,  125.20,  147.00,  -12.50,  -16.00,   14.00
131205,  186.90,  125.40,  146.00,  -12.80,  -16.00,   14.00
131206,  189.10,  128.80,  146.00,  -12.00,  -14.60,   14.00
131207,  194.30,  131.60,  147.00,   -9.60,  -12.50,   14.00
131208,  199.60,  135.60,  149.00,   -7.60,  -11.80,   14.00
131209,  208.70,  139.80,  150.00,   -3.20,   -9.60,   14.00
131210,  219.40,  144.00,  150.00,    1.40,   -7.50,   14.00
131211,  228.80,  144.70,  150.00,    5.50,   -7.30,   14.00
131212,  236.60,  148.30,  151.00,    9.10,   -5.00,   14.00
131213,  242.10,  148.80,  152.00,   11.50,   -5.50,   14.00
131214,  245.70,  150.10,  150.00,   13.10,   -4.70,   14.00
131215,  247.50,  150.90,  151.00,   13.60,   -4.30,   14.00
131216,  247.60,  151.00,  151.00,   14.00,   -4.10,   14.00
131217,  248.10,  151.00,  151.00,   14.10,   -4.20,   14.00
131218,  248.30,  151.00,  152.00,   14.00,   -4.20,   14.00
131219,  248.60,  151.00,  151.00,   14.30,   -4.10,   14.00
131220,  248.80,  151.00,  152.00,   14.40,   -4.10,   14.00
131221,  248.80,  151.00,  151.00,   14.30,   -4.20,   14.00
131222,  248.80,  151.00,  153.00,   14.20,   -4.20,   14.00
131223,  248.80,  151.00,  152.00,   14.30,   -4.20,   14.00
131224,  249.30,  151.00,  152.00,   14.70,   -4.20,   14.00
131225,  249.20,  151.00,  151.00,   14.50,   -4.30,   14.00
131226,  249.20,  151.00,  152.00,   14.50,   -4.30,   14.00
131227,  249.50,  150.80,  152.00,   14.70,   -4.40,   14.00
131228,  249.30,  150.80,  151.00,   14.60,   -4.50,   14.00
131229,  249.30,  150.80,  150.00,   14.30,   -4.40,   14.00
131230,  249.30,  150.80,  150.00,   14.40,   -4.30,   14.00
131231,  249.50,  150.90,  151.00,   14.50,   -4.30,   14.00
131232,  249.40,  150.90,  151.00,   14.40,   -4.30,   14.00
131233,  249.60,  150.80,  150.00,   14.30,   -4.40,   14.00
131234,  249.40,  150.80,  151.00,   14.30,   -4.40,   14.00
131235,  249.60,  150.80,  149.00,   14.40,   -4.30,   14.00
131236,  249.50,  150.80,  150.00,   14.40,   -4.30,   14.00
131237,  249.50,  150.80,  150.00,   14.30,   -4.30,   14.00
131238,  249.60,  150.80,  150.00,   14.30,   -4.40,   14.00
131239,  249.60,  150.60,  152.00,   14.10,   -4.50,   14.00
131240,  249.80,  150.60,  151.00,   14.40,   -4.50,   14.00
131241,  249.70,  150.70,  150.00,   14.20,   -4.40,   14.00
131242,  249.40,  150.80,  152.00,   14.00,   -4.30,   14.00
131243,  251.00,  150.10,  153.00,   14.30,   -4.70,   14.00
131244,  259.40,  143.80,  152.00,   19.10,   -7.60,   14.00
131245,  269.70,  135.40,  153.00,   24.10,  -11.50,   14.00
131246,  276.50,  131.10,  152.00,   27.00,  -13.20,   14.00
131247,  280.10,  128.30,  152.00,   28.50,  -15.00,   14.00
131248,  281.40,  128.10,  153.00,   29.00,  -14.30,   14.00
131249,  281.90,  127.50,  153.00,   29.10,  -14.90,   14.00
131250,  282.20,  127.30,  152.00,   29.30,  -15.10,   14.00
131251,  282.50,  127.20,  156.00,   29.30,  -15.20,   14.00
131252,  282.50,  127.20,  153.00,   29.30,  -15.30,   14.00
131253,  282.60,  127.10,  155.00,   29.30,  -15.30,   14.00
131254,  282.80,  127.10,  155.00,   29.30,  -15.40,   14.00
131255,  282.90,  127.10,  155.00,   29.40,  -15.40,   14.00
131256,  282.90,  127.10,  156.00,   29.30,  -15.30,   14.00
131257,  283.00,  127.10,  155.00,   29.20,  -15.40,   14.00
131258,  283.10,  127.00,  156.00,   29.00,  -15.50,   14.00
131259,  283.20,  127.10,  155.00,   29.10,  -15.50,   14.00
131260,  283.40,  127.10,  155.00,   29.20,  -15.40,   14.00
131261,  283.50,  127.00,  154.00,   29.30,  -15.50,   14.00
131262,  283.20,  127.00,  154.00,   28.90,  -15.60,   14.00
131263,  283.40,  127.00,  155.00,   29.10,  -15.60,   14.00
131264,  283.30,  126.80,  155.00,   29.00,  -15.60,   14.00
131265,  283.30,  126.80,  155.00,   29.30,  -15.60,   14.00
131266,  283.80,  126.90,  154.00,   29.60,  -15.60,   14.00
131267,  283.50,  126.90,  154.00,   29.50,  -15.60,   14.00
131268,  283.30,  126.80,  154.00,   29.30,  -15.60,   14.00
131269,  283.50,  126.80,  153.00,   29.50,  -15.60,   14.00
131270,  283.50,  126.80,  154.00,   29.60,  -15.60,   14.00
131271,  283.60,  126.80,  153.00,   29.70,  -15.70,   14.00
131272,  283.50,  126.80,  153.00,   29.50,  -15.60,   14.00
131273,  283.70,  126.80,  153.00,   29.80,  -15.60,   14.00
131274,  283.40,  126.70,  152.00,   29.40,  -15.60,   14.00
131275,  283.50,  126.70,  155.00,   29.50,  -15.70,   14.00
131276,  283.60,  126.70,  153.00,   29.60,  -15.80,   14.00
131277,  283.40,  126.60,  153.00,   29.30,  -15.80,   14.00
131278,  283.60,  126.70,  153.00,   29.50,  -15.70,   14.00
131279,  283.50,  126.70,  153.00,   29.50,  -15.70,   14.00
131280,  283.50,  126.70,  155.00,   29.50,  -15.70,   14.00
131281,  283.60,  126.70,  155.00,   29.60,  -15.70,   14.00
131282,  283.50,  126.60,  155.00,   29.30,  -15.80,   14.00
131283,  283.50,  126.60,  157.00,   29.40,  -15.80,   14.00
131284,  283.60,  126.70,  154.00,   29.40,  -15.70,   14.00
131285,  283.40,  126.60,  156.00,   29.40,  -15.70,   14.00
131286,  283.40,  126.60,  156.00,   29.10,  -15.70,   14.00
131287,  283.50,  126.60,  157.00,   29.50,  -15.70,   14.00
131288,  283.70,  126.50,  155.00,   29.50,  -15.80,   14.00
131289,  283.80,  126.50,  156.00,   29.70,  -15.70,   14.00
131290,  283.90,  126.50,  156.00,   29.80,  -15.70,   14.00
131291,  283.70,  126.50,  157.00,   29.50,  -15.80,   14.00
131292,  283.80,  126.50,  157.00,   29.50,  -15.80,   14.00
131293,  283.60,  126.50,  158.00,   29.50,  -15.60,   14.00
131294,  283.80,  126.50,  157.00,   29.50,  -15.70,   14.00
131295,  283.70,  126.30,  158.00,   29.50,  -15.90,   14.00
131296,  283.70,  126.30,  158.00,   29.50,  -15.90,   14.00
131297,  283.80,  126.40,  159.00,   30.00,  -15.80,   14.00
131298,  280.10,  126.60,  158.00,   28.20,  -15.50,   14.00
131299,  271.10,  127.30,  161.00,   24.30,  -15.10,   14.00
131300,  260.10,  128.10,  162.00,   19.60,  -14.80,   14.00
131301,  247.20,  128.60,  162.00,   13.80,  -14.50,   14.00
131302,  235.80,  129.50,  162.00,    9.30,  -13.90,   14.00
131303,  223.80,  130.60,  162.00,    3.60,  -13.00,   14.00
131304,  216.60,  131.30,  159.00,    0.60,  -12.70,   14.00
131305,  212.60,  131.70,  159.00,   -0.60,  -12.70,   14.00
131306,  209.60,  132.20,  159.00,   -2.30,  -12.60,   14.00
131307,  208.90,  132.80,  159.00,   -2.60,  -12.10,   14.00
131308,  208.80,  133.10,  159.00,   -2.80,  -11.90,   14.00
131309,  208.90,  133.10,  160.00,   -2.70,  -12.00,   14.00
131310,  209.00,  133.00,  160.00,   -3.00,  -12.00,   14.00
131311,  209.30,  133.10,  158.00,   -2.80,  -12.00,   14.00
131312,  209.40,  133.00,  160.00,   -2.80,  -12.10,   14.00
131313,  209.50,  132.90,  159.00,   -3.00,  -12.30,   14.00
131314,  209.70,  133.00,  159.00,   -2.70,  -12.30,   14.00
131315,  209.50,  133.00,  158.00,   -3.00,  -12.40,   14.00
131316,  209.70,  133.10,  157.00,   -2.80,  -12.20,   14.00
131317,  210.00,  133.20,  156.00,   -2.60,  -12.10,   14.00
131318,  209.90,  133.30,  156.00,   -2.60,  -12.10,   14.00
131319,  210.00,  133.30,  157.00,   -2.70,  -12.10,   14.00
131320,  210.10,  133.30,  155.00,   -2.60,  -12.10,   14.00
131321,  210.00,  133.30,  156.00,   -2.90,  -12.10,   14.00
131322,  210.00,  133.30,  156.00,   -2.70,  -12.10,   14.00
131323,  210.10,  133.30,  156.00,   -2.60,  -12.10,   14.00
131324,  210.20,  133.30,  156.00,   -2.60,  -12.10,   14.00
131325,  210.10,  133.30,  156.00,   -2.70,  -12.10,   14.00
131326,  210.00,  133.50,  154.00,   -2.80,  -12.00,   14.00
131327,  210.10,  133.50,  155.00,   -2.80,  -12.00,   14.00
131328,  210.30,  133.50,  155.00,   -2.80,  -12.00,   14.00
131329,  210.50,  133.40,  155.00,   -2.50,  -12.00,   14.00
131330,  210.20,  133.30,  155.00,   -2.80,  -12.10,   14.00
131331,  210.10,  133.40,  156.00,   -2.80,  -12.00,   14.00
131332,  210.20,  133.30,  154.00,   -2.80,  -12.10,   14.00
131333,  210.50,  133.30,  156.00,   -2.40,  -12.20,   14.00
131334,  210.30,  133.30,  155.00,   -2.90,  -12.10,   14.00
131335,  210.30,  133.30,  154.00,   -2.70,  -12.10,   14.00
131336,  210.30,  133.20,  154.00,   -2.90,  -12.20,   14.00
131337,  210.30,  133.30,  154.00,   -2.70,  -12.10,   14.00
131338,  210.30,  133.30,  153.00,   -2.80,  -12.10,   14.00
131339,  210.30,  133.20,  153.00,   -2.70,  -12.20,   14.00
131340,  210.30,  133.20,  151.00,   -2.80,  -12.20,   14.00
131341,  210.20,  133.10,  152.00,   -2.80,  -12.30,   14.00
131342,  210.10,  133.10,  151.00,   -3.00,  -12.30,   14.00
131343,  210.30,  133.10,  149.00,   -2.70,  -12.30,   14.00
131344,  210.40,  133.10,  149.00,   -2.80,  -12.30,   14.00
131345,  210.10,  133.10,  148.00,   -2.80,  -12.30,   14.00
131346,  210.00,  133.30,  149.00,   -3.10,  -12.10,   14.00
131347,  210.20,  133.10,  148.00,   -2.80,  -12.30,   14.00
131348,  210.10,  133.10,  149.00,   -3.00,  -12.30,   14.00
131349,  210.10,  133.10,  147.00,   -3.10,  -12.30,   14.00
131350,  210.10,  133.10,  148.00,   -3.10,  -12.30,   14.00
131351,  210.30,  133.00,  148.00,   -3.00,  -12.40,   14.00
131352,  210.00,  132.90,  148.00,   -3.10,  -12.50,   14.00
131353,  210.20,  133.00,  148.00,   -2.90,  -12.50,   14.00
131354,  210.10,  133.10,  147.00,   -3.00,  -12.30,   14.00
131355,  210.20,  133.10,  148.00,   -2.80,  -12.30,   14.00
131356,  210.00,  133.10,  148.00,   -3.10,  -12.30,   14.00
131357,  210.00,  133.10,  148.00,   -3.10,  -12.30,   14.00
131358,  210.10,  133.00,  147.00,   -3.10,  -12.40,   14.00
131359,  209.90,  133.10,  147.00,   -3.10,  -12.30,   14.00
131360,  210.00,  133.10,  147.00,   -3.20,  -12.30,   14.00
131361,  210.00,  133.10,  148.00,   -3.10,  -12.40,   14.00
131362,  209.70,  133.10,  147.00,   -3.50,  -12.30,   14.00
131363,  210.10,  133.20,  147.00,   -3.10,  -12.20,   14.00
131364,  210.10,  133.10,  146.00,   -3.00,  -12.30,   14.00
131365,  210.10,  133.10,  145.00,   -3.10,  -12.30,   14.00
131366,  210.00,  133.10,  146.00,   -3.20,  -12.30,   14.00
131367,  210.00,  133.00,  146.00,   -3.30,  -12.40,   14.00
131368,  210.10,  133.00,  147.00,   -3.10,  -12.50,   14.00
131369,  210.20,  133.10,  144.00,   -3.10,  -12.40,   14.00
131370,  210.20,  133.10,  146.00,   -3.00,  -12.30,   14.00
131371,  210.10,  133.10,  145.00,   -3.30,  -12.30,   14.00
131372,  210.10,  133.20,  144.00,   -3.10,  -12.30,   14.00
131373,  210.30,  133.30,  145.00,   -3.00,  -12.20,   14.00
131374,  210.00,  133.30,  143.00,   -3.50,  -12.20,   14.00
131375,  210.20,  133.10,  143.00,   -3.20,  -12.40,   14.00
131376,  210.20,  133.10,  144.00,   -3.20,  -12.30,   14.00
131377,  210.40,  133.10,  144.00,   -3.00,  -12.30,   14.00
131378,  210.30,  133.10,  143.00,   -3.10,  -12.30,   14.00
131379,  210.30,  133.00,  143.00,   -3.10,  -12.40,   14.00
131380,  210.30,  133.10,  143.00,   -3.10,  -12.30,   14.00
131381,  208.30,  133.60,  144.00,   -3.60,  -12.30,   14.00
131382,  199.30,  138.20,  140.00,   -8.40,  -10.30,   14.00
131383,  193.50,  140.50,  141.00,   -9.80,   -8.80,   14.00
131384,  188.60,  143.90,  139.00,  -11.50,   -8.50,   14.00
131385,  184.00,  144.60,  139.00,  -13.30,   -7.80,   14.00
131386,  179.80,  145.90,  139.00,  -15.10,   -7.10,   14.00
131387,  176.20,  146.60,  138.00,  -16.70,   -6.80,   14.00
131388,  174.10,  146.80,  138.00,  -17.50,   -6.60,   14.00
131389,  173.70,  146.60,  139.00,  -18.00,   -6.50,   14.00
131390,  173.80,  146.50,  138.00,  -17.80,   -6.50,   14.00
131391,  174.10,  146.50,  139.00,  -17.60,   -6.50,   14.00
131392,  174.00,  146.40,  138.00,  -17.80,   -6.50,   14.00
131393,  174.30,  146.30,  138.00,  -17.70,   -6.60,   14.00
131394,  174.30,  146.40,  139.00,  -17.70,   -6.60,   14.00
131395,  174.50,  146.40,  138.00,  -17.70,   -6.60,   14.00
131396,  174.50,  146.30,  138.00,  -17.80,   -6.60,   14.00
131397,  174.60,  146.30,  139.00,  -17.60,   -6.60,   14.00
131398,  174.30,  146.20,  138.00,  -17.90,   -6.70,   14.00
131399,  174.60,  146.20,  137.00,  -17.50,   -6.70,   14.00
131400,  174.60,  146.30,  139.00,  -17.90,   -6.60,   14.00
131401,  174.80,  146.30,  139.00,  -17.60,   -6.60,   14.00
131402,  174.60,  146.30,  139.00,  -17.80,   -6.60,   14.00
131403,  174.80,  146.10,  140.00,  -17.60,   -6.80,   14.00
131404,  174.60,  146.10,  140.00,  -17.80,   -6.80,   14.00
131405,  174.90,  146.10,  140.00,  -17.60,   -6.80,   14.00
131406,  175.00,  146.10,  140.00,  -17.60,   -6.80,   14.00
131407,  174.80,  146.10,  139.00,  -17.60,   -6.80,   14.00
131408,  175.00,  146.10,  140.00,  -17.80,   -6.60,   14.00
131409,  175.10,  146.10,  140.00,  -17.30,   -6.60,   14.00
131410,  175.00,  146.00,  140.00,  -17.70,   -6.80,   14.00
131411,  175.00,  146.00,  140.00,  -17.60,   -6.80,   14.00
131412,  175.20,  146.10,  142.00,  -17.50,   -6.60,   14.00
131413,  175.00,  146.10,  143.00,  -17.60,   -6.60,   14.00
131414,  175.10,  146.10,  142.00,  -17.80,   -6.60,   14.00
131415,  175.10,  146.10,  143.00,  -17.50,   -6.60,   14.00
131416,  175.10,  146.10,  144.00,  -17.60,   -6.60,   14.00
131417,  175.20,  146.10,  145.00,  -17.30,   -6.60,   14.00
131418,  175.50,  146.20,  146.00,  -17.40,   -6.50,   14.00
131419,  175.30,  146.20,  146.00,  -17.20,   -6.60,   14.00
131420,  175.40,  146.10,  146.00,  -17.30,   -6.70,   14.00
131421,  175.60,  146.10,  145.00,  -17.00,   -6.60,   14.00
131422,  175.50,  146.10,  147.00,  -17.20,   -6.50,   14.00
131423,  175.50,  146.20,  146.00,  -17.20,   -6.50,   14.00
131424,  175.50,  146.30,  147.00,  -17.50,   -6.40,   14.00
131425,  175.60,  146.20,  147.00,  -17.10,   -6.50,   14.00
131426,  175.60,  146.10,  149.00,  -17.10,   -6.60,   14.00
131427,  175.70,  146.10,  150.00,  -17.00,   -6.60,   14.00
131428,  175.60,  146.10,  148.00,  -17.20,   -6.50,   14.00
131429,  175.80,  146.10,  148.00,  -16.90,   -6.50,   14.00
131430,  175.80,  146.10,  149.00,  -17.10,   -6.50,   14.00
131431,  175.80,  146.10,  150.00,  -17.00,   -6.40,   14.00
131432,  175.60,  146.10,  150.00,  -17.10,   -6.40,   14.00
131433,  175.80,  146.10,  149.00,  -17.00,   -6.40,   14.00
131434,  175.80,  146.10,  150.00,  -16.80,   -6.50,   14.00
131435,  175.80,  146.10,  151.00,  -16.90,   -6.50,   14.00
131436,  175.80,  146.10,  151.00,  -17.00,   -6.30,   14.00
131437,  175.80,  146.20,  150.00,  -17.00,   -6.30,   14.00
131438,  175.80,  146.20,  152.00,  -16.90,   -6.30,   14.00
131439,  176.00,  146.10,  151.00,  -16.70,   -6.30,   14.00
131440,  176.00,  146.10,  152.00,  -16.80,   -6.30,   14.00
131441,  175.90,  146.10,  151.00,  -16.80,   -6.30,   14.00
131442,  176.00,  146.10,  151.00,  -16.80,   -6.30,   14.00
131443,  178.30,  146.30,  152.00,  -16.60,   -6.20,   14.00
131444,  191.50,  147.00,  154.00,  -10.90,   -6.00,   14.00
131445,  210.00,  148.60,  156.00,   -1.60,   -5.30,   14.00
131446,  217.50,  150.40,  154.00,    0.50,   -4.50,   14.00
131447,  220.00,  151.00,  154.00,    1.10,   -4.10,   14.00
131448,  220.80,  150.90,  154.00,    2.00,   -4.30,   14.00
131449,  221.00,  150.80,  154.00,    2.00,   -4.20,   14.00
131450,  221.20,  150.70,  154.00,    2.10,   -4.30,   14.00
131451,  221.50,  150.80,  154.00,    2.30,   -4.10,   14.00
131452,  221.50,  150.80,  154.00,    2.30,   -4.10,   14.00
131453,  221.70,  150.70,  154.00,    2.50,   -4.30,   14.00
131454,  221.80,  150.70,  154.00,    2.40,   -4.30,   14.00
131455,  221.90,  150.60,  154.00,    2.30,   -4.30,   14.00
131456,  221.80,  150.60,  152.00,    2.20,   -4.30,   14.00
131457,  221.80,  150.60,  153.00,    2.20,   -4.30,   14.00
131458,  221.90,  150.60,  152.00,    2.30,   -4.30,   14.00
131459,  222.00,  150.50,  152.00,    2.20,   -4.40,   14.00
131460,  221.80,  150.50,  152.00,    2.10,   -4.40,   14.00
131461,  222.00,  150.50,  152.00,    2.40,   -4.40,   14.00
131462,  222.00,  150.50,  152.00,    2.20,   -4.40,   14.00
131463,  222.10,  150.60,  151.00,    2.50,   -4.30,   14.00
131464,  222.10,  150.60,  152.00,    2.40,   -4.30,   14.00
131465,  222.00,  150.60,  151.00,    2.30,   -4.30,   14.00
131466,  222.10,  150.50,  150.00,    2.50,   -4.40,   14.00
131467,  222.10,  150.50,  152.00,    2.30,   -4.50,   14.00
131468,  222.10,  150.50,  149.00,    2.50,   -4.40,   14.00
131469,  222.00,  150.50,  151.00,    2.40,   -4.50,   14.00
131470,  222.00,  150.30,  151.00,    2.30,   -4.60,   14.00
131471,  222.20,  150.40,  150.00,    2.60,   -4.50,   14.00
131472,  222.00,  150.40,  150.00,    2.30,   -4.50,   14.00
131473,  221.80,  150.40,  149.00,    2.10,   -4.50,   14.00
131474,  221.80,  150.40,  149.00,    2.10,   -4.50,   14.00
